"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-1.2node-bare.cs740-uwmadison-pg0.wisc.cloudlab.us",,,,"User:","sarthi"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --tcp --top-io --noheaders --nocolor --output /mnt/Work/FlexPushdownDB-Dev/build/logs/1650916033_dstat.txt",,,,"Date:","25 Apr 2022 14:47:14 CDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"tcp sockets",,,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","156","157","158","int","csw","lis","act","syn","tim","clo"
25-04 14:48:43,0.627,0.376,98.997,0,0,2394267648,107597987840,600682496,23023255552,0,0,0,0,6840,0,0,0,0,4206,10582,12,13,0,0,0
25-04 14:48:44,0.314,0.126,99.561,0,0,2394021888,107598233600,600682496,23023255552,0,0,0,0,9066,110,0,0,0,3780,6388,12,13,0,0,0
25-04 14:48:45,0.220,0.157,99.623,0,0,2393731072,107598524416,600682496,23023255552,0,0,0,0,8040,0,0,0,0,3670,6303,12,13,0,0,0
25-04 14:48:46,0.189,0.126,99.686,0,0,2393731072,107598524416,600682496,23023255552,0,0,0,0,7810,198,0,0,0,3720,6425,12,13,0,0,0
25-04 14:48:47,0.877,0.658,98.402,0.063,0,2394275840,107597979648,600682496,23023255552,0,20480,0,2,10058,398,0,0,0,4484,10346,12,13,0,0,0
25-04 14:48:48,0.314,0.126,99.561,0,0,2394284032,107597971456,600682496,23023255552,0,0,0,0,7140,0,0,0,0,3719,6395,12,13,0,0,0
25-04 14:48:49,0.126,0.188,99.686,0,0,2394284032,107597971456,600682496,23023255552,0,0,0,0,8706,110,0,0,0,3678,6383,12,13,0,0,0
25-04 14:48:50,0.565,0.314,99.027,0.094,0,2394472448,107597783040,600682496,23023255552,0,155648,0,38,8580,0,0,0,0,4218,10539,12,13,0,0,0
25-04 14:48:51,0.157,0.314,99.529,0,0,2394140672,107598114816,600682496,23023255552,0,0,0,0,7722,230,0,0,0,3689,6473,12,13,0,0,0
25-04 14:48:52,0.313,0.313,99.342,0.031,0,2393624576,107598630912,600682496,23023255552,0,24576,0,2,10080,0,0,0,0,3718,6385,12,13,0,0,0
25-04 14:48:53,0.593,0.281,99.126,0,0,2393325568,107598929920,600682496,23023255552,0,0,0,0,9240,0,0,0,0,3697,6380,12,13,0,0,0
25-04 14:48:54,0.408,0.440,99.152,0,0,2392961024,107599294464,600682496,23023255552,0,0,0,0,9666,110,0,0,0,4062,10531,12,13,0,0,0
25-04 14:48:55,0.189,0.063,99.749,0,0,2392477696,107599777792,600682496,23023255552,0,0,0,0,10080,0,0,0,0,3733,6422,12,13,0,0,0
25-04 14:48:56,0.376,0.125,99.498,0,0,2392420352,107599835136,600682496,23023255552,0,12288,0,3,7918,66,0,0,0,3797,6376,12,13,0,0,0
25-04 14:48:57,0.628,0.439,98.902,0.031,0,2393149440,107599106048,600682496,23023255552,0,12288,0,2,11403,2215,0,0,0,4379,10567,12,14,0,0,0
25-04 14:48:58,0.126,0.126,99.748,0,0,2393051136,107599204352,600682496,23023255552,0,0,0,0,10464,456,0,0,0,3883,6550,12,13,1,0,0
25-04 14:48:59,0.220,0.314,99.467,0,0,2392825856,107599429632,600682496,23023255552,0,0,0,0,11393,1888,0,0,0,4023,6556,12,13,0,1,0
25-04 14:49:00,0.282,0.220,99.498,0,0,2392346624,107599900672,600682496,23023263744,0,0,0,0,8580,0,0,0,0,3766,6386,12,13,0,1,0
25-04 14:49:01,0.345,0.596,99.059,0,0,2393251840,107598995456,600682496,23023263744,0,0,0,0,10428,296,0,0,0,4108,10530,12,13,0,1,0
25-04 14:49:02,0.188,0.126,99.623,0.063,0,2393210880,107599036416,600682496,23023263744,0,266240,0,58,10380,54,0,0,0,3734,6388,12,13,0,1,0
25-04 14:49:03,0.407,0.250,99.343,0,0,2393202688,107599044608,600682496,23023263744,0,0,0,0,8280,0,0,0,0,3584,6437,12,13,0,1,0
25-04 14:49:04,1.065,0.470,98.464,0,0,2393423872,107598823424,600682496,23023263744,0,0,0,0,9426,110,0,0,0,4238,10530,12,13,0,1,0
25-04 14:49:05,0.189,0.126,99.654,0.031,0,2393051136,107599196160,600690688,23023255552,0,20480,0,2,7500,0,0,0,0,3421,6390,12,13,0,1,0
25-04 14:49:06,0.439,0.125,99.436,0,0,2392801280,107599437824,600690688,23023263744,0,0,0,0,12058,66,0,0,0,3463,6336,12,13,0,1,0
25-04 14:49:07,0.251,0.094,99.623,0.031,0,2392793088,107599446016,600690688,23023263744,0,12288,0,2,9780,0,0,0,0,3431,6482,12,13,0,1,0
25-04 14:49:08,0.596,0.470,98.934,0,0,2392559616,107599679488,600690688,23023263744,0,12288,0,3,10140,0,0,0,0,3719,10493,12,13,0,1,0
25-04 14:49:09,0.376,0.282,99.343,0,0,2392334336,107599904768,600690688,23023263744,0,0,0,0,8886,110,0,0,0,3484,6481,12,13,0,1,0
25-04 14:49:10,0.282,0.251,99.468,0,0,2392293376,107599945728,600690688,23023263744,0,0,0,0,11100,0,0,0,0,3469,6425,12,13,0,1,0
25-04 14:49:11,0.626,0.501,98.873,0,0,2391379968,107600859136,600690688,23023263744,0,0,0,0,9408,484,0,0,0,3895,10660,12,13,0,1,0
25-04 14:49:12,0.188,0.031,99.717,0.063,0,2391285760,107600953344,600690688,23023263744,0,12288,0,2,9600,0,0,0,0,3571,6542,12,13,0,1,0
25-04 14:49:13,0.344,0.219,99.437,0,0,2391261184,107600977920,600690688,23023263744,0,0,0,0,8160,0,0,0,0,3502,6530,12,13,0,1,0
25-04 14:49:14,0.188,0.094,99.718,0,0,2391285760,107600953344,600690688,23023263744,0,0,0,0,9546,110,0,0,0,3492,6494,12,13,0,1,0
25-04 14:49:15,1.032,0.656,98.312,0,0,2391728128,107600510976,600690688,23023263744,0,0,0,0,7740,0,0,0,0,4051,10584,12,13,0,1,0
25-04 14:49:16,0.345,0.125,99.530,0,0,2391388160,107600850944,600690688,23023263744,0,0,0,0,9364,132,0,0,0,3535,6552,12,13,0,1,0
25-04 14:49:17,0.188,0.094,99.686,0.031,0,2391429120,107600809984,600690688,23023263744,0,12288,0,2,7620,0,0,0,0,3437,6540,12,13,0,1,0
25-04 14:49:18,0.470,0.501,99.029,0,0,2059587584,107932651520,600690688,23023263744,0,0,0,0,9689,3779,0,0,0,9627,19605,12,13,0,1,0
25-04 14:49:19,15.866,0.911,83.223,0,0,2278461440,107713777664,600690688,23023263744,0,0,0,0,31226,287162,0,0,0,19464,35026,12,13,0,1,0
25-04 14:49:20,14.581,1.001,84.418,0,0,2355376128,107636862976,600690688,23023263744,0,0,0,0,9312,828,0,0,0,6219,6667,12,13,0,1,0
25-04 14:49:21,12.089,0.783,87.128,0,0,2603032576,107389206528,600690688,23023263744,0,0,0,0,9898,66,0,0,0,5682,6624,12,13,0,1,0
25-04 14:49:22,11.588,0.752,87.629,0.031,0,2647363584,107344875520,600690688,23023263744,0,12288,0,2,23694,16299054,0,0,0,8590,10680,12,13,0,1,0
25-04 14:49:23,3.318,0.438,96.244,0,0,2574045184,107418193920,600690688,23023263744,0,0,0,0,6966,422,0,0,0,4347,6680,12,13,0,1,0
25-04 14:49:24,3.287,0.250,96.462,0,0,2592018432,107400220672,600690688,23023263744,0,0,0,0,11046,110,0,0,0,4355,6541,12,13,0,1,0
25-04 14:49:25,3.378,0.375,96.246,0,0,2610524160,107381714944,600690688,23023263744,0,0,0,0,9900,0,0,0,0,4425,7091,12,13,0,1,0
25-04 14:49:26,3.756,0.219,96.025,0,0,2629468160,107362770944,600690688,23023263744,0,0,0,0,16153,3395,0,0,0,4605,10165,12,13,0,1,0
25-04 14:49:27,3.226,0.219,96.492,0.063,0,2648064000,107344175104,600690688,23023263744,0,12288,0,2,8580,0,0,0,0,4205,6622,12,13,0,1,0
25-04 14:49:28,2.818,0.751,96.431,0,0,2745360384,107246878720,600690688,23023263744,0,0,0,0,9338,66,0,0,0,4340,6556,12,13,0,1,0
25-04 14:49:29,3.779,0.562,95.659,0,0,2580406272,107411832832,600690688,23023263744,0,0,0,0,9546,110,0,0,0,4984,10707,12,13,0,1,0
25-04 14:49:30,3.713,0.156,96.131,0,0,2598084608,107394154496,600690688,23023263744,0,0,0,0,8820,0,0,0,0,4644,6551,12,13,0,1,0
25-04 14:49:31,3.320,0.157,96.524,0,0,2616406016,107375833088,600690688,23023263744,0,0,0,0,9184,132,0,0,0,4300,6618,12,13,0,1,0
25-04 14:49:32,3.351,0.188,96.430,0.031,0,2640302080,107351937024,600690688,23023263744,0,12288,0,2,9494,74,0,0,0,4359,6601,12,13,1,1,0
25-04 14:49:33,3.595,0.750,95.655,0,0,2770755584,107221483520,600690688,23023263744,0,0,0,0,17634,4755,0,0,0,5142,10726,12,14,0,1,0
25-04 14:49:34,3.529,0.375,96.096,0,0,2584100864,107408138240,600690688,23023263744,0,0,0,0,11100,858,0,0,0,4569,6670,12,13,1,1,0
25-04 14:49:35,3.126,0.531,96.343,0,0,2580672512,107411566592,600690688,23023263744,0,0,0,0,8952,118,0,0,0,4279,6636,12,13,0,1,0
25-04 14:49:36,3.754,0.407,95.840,0,0,2601431040,107390808064,600690688,23023263744,0,0,0,0,11938,267,0,0,0,4801,10659,12,13,0,1,0
25-04 14:49:37,3.412,0.156,96.369,0.063,0,2621136896,107371102208,600690688,23023263744,0,28672,0,2,8946,66,0,0,0,4335,6675,12,13,0,1,0
25-04 14:49:38,3.741,0.218,95.979,0.062,0,2639716352,107352522752,600690688,23023263744,0,188416,0,46,10208,26974,0,0,0,4656,6604,12,13,0,1,0
25-04 14:49:39,1.597,0.219,98.184,0,0,2538049536,107454189568,600690688,23023263744,0,0,0,0,29358,33268954,0,0,0,4681,6677,12,13,0,1,0
25-04 14:49:40,0.533,0.659,98.808,0,0,2453524480,107538714624,600690688,23023263744,0,0,0,0,194016,200789218,0,0,0,6211,10828,12,13,0,1,0
25-04 14:49:41,0.282,0.313,99.406,0,0,2449829888,107542409216,600690688,23023263744,0,0,0,0,106888,96011535,0,0,0,4796,6644,12,13,0,1,0
25-04 14:49:42,0.126,0.126,99.718,0.031,0,2449305600,107542933504,600690688,23023263744,0,12288,0,2,10740,0,0,0,0,3828,6532,12,13,0,1,0
25-04 14:49:43,0.439,0.408,99.153,0,0,2449481728,107542757376,600690688,23023263744,0,0,0,0,8580,0,0,0,0,4173,10674,12,13,0,1,0
25-04 14:49:44,0.219,0.125,99.655,0,0,2448699392,107543539712,600690688,23023263744,0,0,0,0,10986,110,0,0,0,3902,6553,12,13,0,1,0
25-04 14:49:45,0.251,0.219,99.530,0,0,2448715776,107543523328,600690688,23023263744,0,0,0,0,8940,0,0,0,0,3851,6507,12,13,0,1,0
25-04 14:49:46,0.157,0.219,99.624,0,0,2448441344,107543797760,600690688,23023263744,0,0,0,0,10504,132,0,0,0,3828,6531,12,13,0,1,0
25-04 14:49:47,0.470,0.470,98.997,0.063,0,2448728064,107543511040,600690688,23023263744,0,12288,0,2,8580,0,0,0,0,4234,10707,12,13,0,1,0
25-04 14:49:48,0.220,0.094,99.686,0,0,2448470016,107543769088,600690688,23023263744,0,0,0,0,11078,66,0,0,0,3800,6516,12,13,0,1,0
25-04 14:49:49,0.565,0.094,99.341,0,0,2447208448,107545030656,600690688,23023263744,0,0,0,0,9126,110,0,0,0,3934,6682,12,13,0,1,0
25-04 14:49:50,0.564,0.438,98.998,0,0,2446180352,107546058752,600690688,23023263744,0,0,0,0,13020,0,0,0,0,4236,10626,12,13,0,1,0
25-04 14:49:51,0.344,0.250,99.406,0,0,2445938688,107546300416,600690688,23023263744,0,0,0,0,10144,164,0,0,0,3974,6607,12,13,0,1,0
25-04 14:49:52,0.220,0.125,99.624,0.031,0,2445406208,107546832896,600690688,23023263744,0,12288,0,2,8820,0,0,0,0,3845,6566,12,13,0,1,0
25-04 14:49:53,0.188,0.188,99.624,0,0,2445438976,107546800128,600690688,23023263744,0,0,0,0,8340,0,0,0,0,3889,6551,12,13,0,1,0
25-04 14:49:54,0.532,0.501,98.967,0,0,2445512704,107546718208,600690688,23023271936,0,0,0,0,11106,110,0,0,0,4325,10720,12,13,0,1,0
25-04 14:49:55,0.251,0.125,99.624,0,0,2445385728,107546845184,600690688,23023271936,0,0,0,0,9120,0,0,0,0,3699,6584,12,13,0,1,0
25-04 14:49:56,0.438,0.063,99.499,0,0,2445123584,107547107328,600690688,23023271936,0,12288,0,2,10678,66,0,0,0,3665,6499,12,13,0,1,0
